carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.54,Ideal,E,VS2,61.3,55.0,5.24,5.26,3.22,1777.6
1.31,Very Good,H,VS2,60.4,58.0,7.04,7.09,4.27,7439.2
0.51,Good,H,SI1,63.7,56.0,5.07,5.1,3.24,1129.2
0.31,Ideal,G,IF,61.0,56.0,4.37,4.39,2.67,913.0
0.7,Ideal,D,SI1,61.2,54.0,5.79,5.75,3.53,2855.6
0.9,Ideal,H,VVS2,62.0,57.0,6.15,6.2,3.83,4754.0
0.3,Very Good,D,SI2,61.2,60.0,4.28,4.31,2.63,443.2
1.02,Very Good,G,VS2,63.5,56.0,6.43,6.38,4.07,6122.4
1.13,Very Good,I,VS1,61.7,54.0,6.71,6.74,4.15,5646.0
0.43,Very Good,F,SI1,62.5,56.0,4.82,4.85,3.02,788.2
1.27,Very Good,I,VS1,60.6,59.0,7.04,6.96,4.24,6537.4
1.52,Ideal,I,VS1,62.4,57.0,7.32,7.36,4.58,9857.8
0.35,Premium,F,VS2,61.4,59.0,4.53,4.56,2.79,820.6
0.3,Very Good,G,SI1,62.5,56.0,4.27,4.3,2.68,491.0
0.56,Ideal,H,IF,60.4,57.0,5.35,5.39,3.24,2196.6
0.51,Ideal,F,VVS2,61.8,56.0,5.13,5.16,3.18,2092.0
0.71,Very Good,H,SI1,61.5,56.0,5.71,5.75,3.53,2257.0
0.3,Ideal,F,SI1,62.1,55.0,4.31,4.35,2.69,487.8
0.41,Premium,F,VS2,61.6,59.0,4.74,4.77,2.93,903.4
0.5,Premium,E,VS1,62.8,59.0,5.09,5.0,3.17,1760.6
0.56,Ideal,D,VS2,60.6,56.0,5.33,5.37,3.24,2120.0
1.27,Ideal,F,SI2,62.0,55.0,6.9,6.95,4.3,6085.8
1.06,Premium,D,VS2,62.3,59.0,6.48,6.52,4.05,7476.0
1.07,Premium,D,IF,60.9,58.0,6.67,6.57,4.03,14706.2
1.02,Premium,G,SI1,63.0,55.0,6.45,6.4,4.05,4761.0
1.0,Very Good,H,SI1,63.4,56.0,6.37,6.34,4.03,4703.0
0.34,Ideal,F,VS2,62.5,55.0,4.51,4.48,2.81,895.6
1.2,Very Good,G,SI2,61.8,60.0,6.78,6.85,4.21,5083.6
0.58,Ideal,E,VS2,61.6,55.0,5.33,5.38,3.3,1796.8
0.3,Good,H,SI1,63.8,55.0,4.2,4.26,2.7,449.2
2.0,Premium,D,SI2,61.6,59.0,8.09,8.2,5.02,15185.6
0.3,Premium,E,VS1,61.4,59.0,4.32,4.28,2.64,905.2
0.3,Ideal,E,VVS2,61.1,57.0,4.34,4.36,2.65,864.6
1.01,Very Good,H,SI2,63.4,55.0,6.35,6.29,4.01,3691.4
0.43,Premium,D,SI1,61.2,58.0,4.87,4.83,2.97,1016.6
0.51,Premium,F,VS1,60.2,58.0,5.25,5.21,3.15,1785.4
1.0,Premium,E,SI1,61.9,62.0,6.4,6.34,3.94,5190.0
0.31,Ideal,H,VVS2,61.2,56.0,4.34,4.37,2.66,602.2
0.31,Ideal,G,VVS1,61.9,55.0,4.36,4.3,2.68,980.8
0.51,Ideal,I,SI1,62.5,57.0,5.07,5.1,3.18,1029.2
0.77,Premium,D,VS2,61.3,60.0,5.92,5.89,3.62,3350.0
0.7,Ideal,G,SI2,61.2,56.0,5.73,5.78,3.52,2297.2
0.58,Very Good,E,SI2,59.0,62.0,5.46,5.49,3.23,1368.2
0.74,Very Good,H,SI1,62.4,58.0,5.71,5.76,3.58,2243.2
0.35,Very Good,E,IF,57.9,56.0,4.71,4.75,2.74,1198.8
0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,1742.8
0.31,Ideal,F,VS2,62.8,56.0,4.32,4.28,2.7,791.6
1.54,Premium,G,SI1,60.5,61.0,7.47,7.44,4.51,10406.2
0.76,Very Good,H,IF,62.6,57.0,5.8,5.83,3.64,2824.4
0.27,Very Good,E,VVS2,62.5,59.0,4.09,4.14,2.57,598.0
0.91,Premium,D,SI2,61.0,61.0,6.24,6.16,3.78,3625.0
0.53,Good,D,VS2,58.4,58.0,5.31,5.38,3.12,1715.6
1.5,Good,D,SI2,60.2,65.0,7.37,7.34,4.43,8157.8
0.33,Ideal,E,VS1,60.6,57.0,4.5,4.54,2.74,792.2
0.91,Good,E,I1,57.7,63.0,6.35,6.3,3.65,2771.6
0.55,Very Good,I,VS2,61.0,57.0,5.31,5.32,3.24,1298.4
1.08,Good,E,SI2,63.7,57.0,6.54,6.49,4.15,4753.2
0.52,Premium,G,VVS1,61.9,61.0,5.13,5.11,3.17,1996.0
0.24,Very Good,E,VS1,60.1,57.0,4.08,4.1,2.46,413.4
0.36,Ideal,D,VS2,62.5,55.0,4.55,4.57,2.85,832.4
1.0,Fair,F,SI2,65.5,56.0,6.3,6.19,4.09,3659.8
0.75,Premium,H,VS2,60.8,57.0,5.9,5.87,3.58,2550.8
0.78,Premium,H,SI2,59.7,59.0,6.03,5.97,3.58,2222.2
0.31,Ideal,E,VS1,61.3,55.0,4.36,4.38,2.68,735.2
0.36,Ideal,H,VS2,61.0,55.0,4.59,4.62,2.81,585.6
0.41,Ideal,D,VVS2,62.1,56.0,4.76,4.78,2.96,1262.4
0.34,Premium,E,SI2,62.4,59.0,4.46,4.42,2.77,570.6
0.6,Premium,E,VS1,61.0,61.0,5.46,5.39,3.31,2308.6
1.01,Premium,E,SI1,61.7,56.0,6.44,6.39,3.96,5121.4
1.73,Premium,G,VS2,62.9,58.0,7.65,7.58,4.79,14456.8
1.02,Very Good,H,SI1,64.4,59.0,6.24,6.36,4.06,4669.0
1.02,Ideal,G,VS2,62.3,55.0,6.45,6.48,4.03,6659.4
0.63,Very Good,E,SI1,61.0,57.6,5.48,5.51,3.36,1892.0
0.31,Very Good,G,VVS2,62.9,58.0,4.27,4.31,2.7,674.8
0.76,Ideal,E,VS2,62.1,55.0,5.84,5.88,3.64,3429.6
0.4,Ideal,F,IF,60.9,57.0,4.81,4.84,2.94,1475.4
1.08,Premium,I,SI2,62.7,57.0,6.57,6.53,4.11,3549.2
1.21,Good,G,I1,64.0,59.0,6.78,6.73,4.32,3958.0
0.9,Good,H,VS2,61.5,61.0,6.15,6.24,3.81,4102.6
1.5,Premium,F,VS2,61.5,58.0,7.34,7.36,4.52,13636.4
0.5,Very Good,D,VS2,62.8,58.0,5.0,5.03,3.15,1678.6
0.82,Very Good,I,VS1,63.6,58.9,5.88,5.93,3.76,2685.6
0.31,Ideal,I,SI1,62.2,56.0,4.37,4.34,2.71,502.6
0.36,Very Good,E,VS2,61.3,60.0,4.55,4.59,2.8,741.8
0.79,Ideal,I,SI2,62.1,56.0,5.92,5.97,3.69,2309.6
0.3,Premium,D,VS2,61.9,58.0,4.32,4.28,2.66,911.0
0.7,Ideal,D,SI2,60.4,56.0,5.78,5.81,3.5,2458.6
1.35,Very Good,J,VS1,62.1,56.0,7.04,7.1,4.39,6129.0
0.44,Ideal,D,VS1,61.1,56.0,4.95,4.91,3.01,1277.6
0.33,Ideal,F,IF,62.1,56.0,4.41,4.44,2.75,999.4
0.74,Ideal,F,SI1,62.5,56.0,5.8,5.76,3.61,2791.8
1.1,Ideal,F,VS2,60.7,57.0,6.66,6.7,4.05,7519.4
0.4,Premium,F,VS2,59.3,59.0,4.83,4.79,2.85,984.8
1.83,Fair,J,I1,70.0,58.0,7.34,7.28,5.12,5516.8
0.71,Ideal,F,VS2,61.6,56.0,5.74,5.77,3.54,3220.6
1.0,Ideal,E,SI2,62.0,57.0,6.37,6.41,3.96,4715.8
2.0,Very Good,H,SI1,63.3,59.0,8.02,8.0,5.07,16452.6
2.03,Premium,G,SI1,61.9,59.0,8.14,8.09,5.02,16662.6
1.0,Fair,F,SI2,65.5,54.0,6.2,6.16,4.05,3469.2
0.9,Very Good,G,SI1,62.9,56.0,6.11,6.17,3.86,3928.0
0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.8,2.93,1195.8
0.41,Ideal,F,VVS1,61.8,57.0,4.75,4.79,2.95,1269.6
1.51,Premium,F,VS2,61.6,58.0,7.32,7.35,4.52,14452.8
1.16,Very Good,H,SI2,63.2,57.0,6.66,6.7,4.22,4791.6
0.54,Ideal,G,VS1,61.8,56.0,5.21,5.26,3.24,1751.4
1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62,12204.2
2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,15201.2
0.41,Ideal,J,VVS1,62.0,57.0,4.79,4.73,2.95,876.8
1.54,Ideal,F,VS1,60.5,56.0,7.52,7.49,4.54,17864.2
0.42,Premium,F,VS1,61.8,59.0,4.83,4.81,2.98,1113.8
1.12,Premium,G,I1,60.4,59.0,6.71,6.67,0.0,3714.6
1.0,Ideal,G,VVS2,62.8,53.9,6.37,6.42,4.02,7906.0
1.01,Premium,I,VVS1,62.0,59.0,6.39,6.32,3.94,3580.6
1.7,Good,I,I1,63.6,58.0,7.52,7.48,4.77,5584.6
0.31,Ideal,F,VVS1,60.6,56.0,4.44,4.41,2.68,979.2
0.3,Very Good,F,IF,62.5,56.0,4.27,4.3,2.68,831.2
1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13,4337.0
0.3,Premium,E,VS2,59.1,58.0,4.37,4.39,2.59,699.6
1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,8591.4
0.94,Fair,H,SI1,68.4,53.0,6.05,5.97,4.11,3473.4
0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18,1223.0
1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,5816.4
0.4,Very Good,G,VVS1,60.9,57.0,4.76,4.8,2.91,1078.4
0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34,1986.4
1.02,Good,G,VS2,63.7,57.0,6.24,6.31,4.0,5516.4
0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,3067.0
1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,15399.6
0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,2602.2
0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,1282.2
0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,842.2
0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,1726.2
1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,5362.0
0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,4485.8
0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,922.6
0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,769.6
1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,9237.0
1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,8969.6
0.6,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38,2136.6
0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,679.4
0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,571.2
1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,15832.0
0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,2939.6
0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,560.8
0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,8896.8
0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,469.4
0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,720.0
1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,10222.6
1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,3672.2
1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,8777.4
1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,5570.2
1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,5718.4
0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,2872.4
0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,569.4
0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,1189.4
0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,805.0
1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,5625.6
0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,666.6
1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,10440.6
1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,4230.4
1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,8840.0
1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,5180.8
1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,11421.0
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,941.8
0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,1021.0
0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,722.4
1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,6101.6
0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,697.8
0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,693.2
0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,791.0
1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,15059.6
1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,7962.4
0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,640.6
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,15242.8
0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,1435.0
0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,1677.6
0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,1483.6
0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,950.0
0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,2951.6
1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,7738.4
1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,4192.0
1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,6413.0
0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,2938.8
0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,1087.8
0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,846.4
0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,1801.0
0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,864.4
1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,4835.8
1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,5774.0
0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,3512.6
1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,9275.2
1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,3832.6
0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,541.4
1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,8543.0
0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,1138.6
0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,921.2
0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,2394.2
0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,565.6
0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,3417.0
0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,925.2
0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,533.0
1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,4476.6
0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,886.6
0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,1226.0
0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,725.2
1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,4504.8
0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,3327.0
1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,5439.2
0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,754.0
0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,688.8
0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,2656.8
1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,9159.2
1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,17734.0
0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,892.2
1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,5120.6
0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,4521.6
0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,536.2
1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,4436.0
0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,2982.8
0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,2932.0
0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,697.4
0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,2965.4
0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,653.4
0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,657.2
0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,3079.2
1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,7239.8
0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,897.6
0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,1904.2
0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,2520.6
0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,2664.8
0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,624.8
0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,2710.6
0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,1607.8
0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,3397.6
0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,1559.2
2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,14603.0
1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,16297.0
0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,2791.8
0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,2243.0
0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,894.4
0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,592.8
1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,5121.4
0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,2393.0
0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,957.0
1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,3701.0
0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,4795.2
1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,4853.6
2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,14110.0
1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,12187.4
0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,693.6
0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,3219.2
0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,749.6
1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,12929.8
0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,3999.0
1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,4701.4
1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,7724.8
0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,791.6
0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,779.6
0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,611.4
0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,2771.4
0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,715.8
0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,4157.6
0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,3512.2
0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1505.6
0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,1132.6
1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,6857.6
0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,1918.0
1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,7930.6
0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3368.0
1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,7093.0
1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,4372.8
2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,14670.4
0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,734.6
0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,736.8
2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,14245.8
0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,4081.2
0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,659.8
0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,745.4
1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,13230.6
0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,3440.4
0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,1032.6
0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,2427.0
0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,1787.8
0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,682.0
0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,3021.2
0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2363.4
1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,4934.8
0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,939.0
0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,960.4
1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,3316.6
0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,1795.4
0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,999.0
1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,4163.2
2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,15887.8
0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,3165.0
0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,2725.4
1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,5606.4
1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,7341.6
2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,14394.2
1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,6152.0
0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,1626.2
2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,15750.6
1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,4538.8
0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,1341.0
0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3422.8
0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,909.6
0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,946.0
0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,2263.6
1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,8210.0
1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,6303.2
1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,4005.4
0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,2479.4
1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,10018.0
0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,3052.6
0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,582.8
0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,3204.0
0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,3337.2
0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,3032.2
0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,895.0
0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,4238.2
0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,3214.6
0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,844.0
0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,774.0
0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1027.0
2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,15396.4
0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,3392.6
1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,4401.2
0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,626.8
0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,773.2
0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,3053.4
1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,5104.8
0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1050.6
1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,4916.6
0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,2365.8
1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,5257.4
0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,2625.6
0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,2656.4
0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,1948.6
0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,841.4
0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,994.4
0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,475.2
1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,4387.6
0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,1895.8
0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,2478.8
0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,647.8
0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1286.6
1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,4857.0
1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,2855.0
0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,587.8
1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,6033.6
1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,4884.4
0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,974.8
1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,8428.6
1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,7830.4
0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1494.6
0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,2543.0
