carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.76,Ideal,E,VS2,62.1,55.0,5.84,5.88,3.64,4129.298578541466
0.4,Ideal,F,IF,60.9,57.0,4.81,4.84,2.94,2795.7135162901736
1.08,Premium,I,SI2,62.7,57.0,6.57,6.53,4.11,4507.535299117406
1.21,Good,G,I1,64.0,59.0,6.78,6.73,4.32,5535.652175051702
0.9,Good,H,VS2,61.5,61.0,6.15,6.24,3.81,3918.730046523174
1.5,Premium,F,VS2,61.5,58.0,7.34,7.36,4.52,10312.302905117207
0.5,Very Good,D,VS2,62.8,58.0,5.0,5.03,3.15,2004.9551229341764
0.82,Very Good,I,VS1,63.6,58.9,5.88,5.93,3.76,3621.140650947125
0.31,Ideal,I,SI1,62.2,56.0,4.37,4.34,2.71,-1331.2781352211473
0.36,Very Good,E,VS2,61.3,60.0,4.55,4.59,2.8,531.9548523690723
0.79,Ideal,I,SI2,62.1,56.0,5.92,5.97,3.69,2081.81329371976
0.3,Premium,D,VS2,61.9,58.0,4.32,4.28,2.66,560.1710837013602
0.7,Ideal,D,SI2,60.4,56.0,5.78,5.81,3.5,2859.009949191063
1.35,Very Good,J,VS1,62.1,56.0,7.04,7.1,4.39,8010.135024767116
0.44,Ideal,D,VS1,61.1,56.0,4.95,4.91,3.01,2253.8986529071412
0.33,Ideal,F,IF,62.1,56.0,4.41,4.44,2.75,2338.5853996839055
0.74,Ideal,F,SI1,62.5,56.0,5.8,5.76,3.61,3134.149828840063
1.1,Ideal,F,VS2,60.7,57.0,6.66,6.7,4.05,6779.607012629936
0.4,Premium,F,VS2,59.3,59.0,4.83,4.79,2.85,609.5037089796929
1.83,Fair,J,I1,70.0,58.0,7.34,7.28,5.12,10458.750577185905
0.71,Ideal,F,VS2,61.6,56.0,5.74,5.77,3.54,3357.6801098929395
1.0,Ideal,E,SI2,62.0,57.0,6.37,6.41,3.96,5247.279228837866
2.0,Very Good,H,SI1,63.3,59.0,8.02,8.0,5.07,13733.063024832225
2.03,Premium,G,SI1,61.9,59.0,8.14,8.09,5.02,14450.198620041612
1.0,Fair,F,SI2,65.5,54.0,6.2,6.16,4.05,4417.056133479369
0.9,Very Good,G,SI1,62.9,56.0,6.11,6.17,3.86,3925.7244212537757
0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.8,2.93,1908.0485973318678
0.41,Ideal,F,VVS1,61.8,57.0,4.75,4.79,2.95,2431.161457517734
1.51,Premium,F,VS2,61.6,58.0,7.32,7.35,4.52,10427.518639503216
1.16,Very Good,H,SI2,63.2,57.0,6.66,6.7,4.22,5425.189208889742
0.54,Ideal,G,VS1,61.8,56.0,5.21,5.26,3.24,2132.293856874598
1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62,10722.534825746352
2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,14458.591485492818
0.41,Ideal,J,VVS1,62.0,57.0,4.79,4.73,2.95,1132.4221628975033
1.54,Ideal,F,VS1,60.5,56.0,7.52,7.49,4.54,11280.52490824304
0.42,Premium,F,VS1,61.8,59.0,4.83,4.81,2.98,1319.7029709101575
1.12,Premium,G,I1,60.4,59.0,6.71,6.67,0.0,4966.40017099479
1.0,Ideal,G,VVS2,62.8,53.9,6.37,6.42,4.02,6626.913485125171
1.01,Premium,I,VVS1,62.0,59.0,6.39,6.32,3.94,6441.185546431692
1.7,Good,I,I1,63.6,58.0,7.52,7.48,4.77,9469.268515795446
0.31,Ideal,F,VVS1,60.6,56.0,4.44,4.41,2.68,1615.4050608002349
0.3,Very Good,F,IF,62.5,56.0,4.27,4.3,2.68,1803.6411151004982
1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13,5508.752543102046
0.3,Premium,E,VS2,59.1,58.0,4.37,4.39,2.59,193.55000607827924
1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,6948.890248055965
0.94,Fair,H,SI1,68.4,53.0,6.05,5.97,4.11,3764.8246062770563
0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18,652.2262098256283
1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,7034.593239019185
0.4,Very Good,G,VVS1,60.9,57.0,4.76,4.8,2.91,1680.4588231938455
0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34,2739.630597865734
1.02,Good,G,VS2,63.7,57.0,6.24,6.31,4.0,5427.5514349399255
0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,3339.1034943991904
1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,10751.01973765487
0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,2755.9957589756054
0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,1403.0603281674444
0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,-216.36212189066282
0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,1919.143666751665
1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,6173.514312703683
0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,4526.048993672297
0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,647.5839816420753
0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,504.4527421870557
1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,8197.217859849694
1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,7490.2268443529465
0.6,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38,2621.6243532981175
0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,-412.63913092646817
0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,-1162.909041133471
1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,12468.178017136574
0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,2794.332044708484
0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,-718.5322284011218
0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,5719.192841484466
0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,-233.21682977621504
0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,-246.4298512847081
1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,9849.829718866746
1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,3779.687348087286
1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,6681.421742527209
1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,5947.242354775639
1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,5845.596389208185
0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,3845.1749258958594
0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,-323.9992110597832
0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,1898.3346656036451
0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,581.3599662192696
1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,5857.356445206407
0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,658.9011098022825
1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,8519.123668285227
1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,4382.171734951726
1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,7850.780285032364
1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,5358.998362825858
1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,10458.024952472006
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,2171.601468057934
0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,1122.458659882754
0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,205.79711946992757
1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,5861.973606022051
0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,408.7365575630647
0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,125.6276310111707
0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,515.674389228689
1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,11480.039917915037
1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,8273.915815278344
0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,239.3037257165597
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,17795.185350638927
0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,1100.619435804279
0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,2145.225339836578
0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,1266.453714874589
0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,1957.0129561313192
0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,3816.4013434280564
1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,8588.67519205501
1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,5244.6153218757445
1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,8751.620794513463
0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,3741.9479004148184
0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,801.102929056839
0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,1198.0973175380336
0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,2175.5332646599613
0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,-279.116039739622
1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,4936.917664770137
1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,5403.795079915859
0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,3737.1258386126524
1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,9074.625169672616
1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,3874.0792176784985
0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,-439.5387615648533
1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,10060.040146545778
0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,1826.8180804367216
0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,818.2774468977191
0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,2994.2861498253574
0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,50.91558692483568
0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,3758.1980987938637
0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,1907.6356176602026
0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,27.10760794666703
1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,5043.9833171368755
0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,796.067906459823
0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,1434.8328884653988
0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,913.174529177681
1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,4309.918036087824
0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,3940.97290389176
1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,5924.876044322986
0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,393.5291785630625
0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,-319.3062149504399
0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,2775.7222309813474
1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,11339.010311906673
1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,13182.080298544328
0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,1326.9755925387285
1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,8900.069767735307
0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,5062.188500032464
0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,-1204.4991438324291
1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,5109.122896361254
0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,3539.2355260785275
0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,3687.607349870254
0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,60.21739500970352
0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,3326.3970976819314
0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,401.324004456103
0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,-33.7135592132222
0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,3274.188144079954
1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,9352.236942088854
0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,1844.246121965844
0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,2313.449205120824
0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,2763.1558643628273
0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,2445.820570242074
0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,87.3703051097641
0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,3338.1578854904706
0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,1663.7775603037903
0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,3979.6597051542826
0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,1671.1344633752492
2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,13961.001196785915
1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,12902.082867375202
0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,2985.6404214390745
0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,2744.13406981673
0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,1931.8681912010493
0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,188.019020519268
1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,7600.703485554528
0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,4496.417651711954
0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,824.1635906168963
1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,3876.3176740496333
0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,4041.9532221276227
1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,5938.121997022477
2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,15220.283090492741
1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,10451.477846944532
0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,510.44942594672693
0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,2993.9602864482918
0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,-36.56613561664608
1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,10601.477616629903
0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,4057.3887408529686
1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,5961.668570261581
1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,7019.234948151019
0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,286.71389974914564
0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,793.8669883759217
0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,329.75208715993404
0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,2962.4994590022075
0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,-99.65688124858525
0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,4708.333491309733
0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,4465.833912988297
0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1576.9350238512384
0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,1585.449169599246
1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,6136.605925113172
0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,1704.7483455770302
1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,9161.067321590823
0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3920.139417701936
1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,6290.787881594233
1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,6061.018768505264
2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,13310.023931664748
0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,-58.37885687094922
0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,364.3881856446901
2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,17142.778525146998
0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,4723.657809241418
0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,150.1626185855339
0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,-150.5237259757705
1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,12001.647314001824
0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,3221.9070473755633
0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,1287.9743215386948
0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,2562.6931998353707
0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,2007.5561076461704
0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,217.32772029511443
0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,3358.912411848822
0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2875.8113024594954
1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,5764.200998996006
0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,472.2732569504428
0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,-374.6160423761912
1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,4847.066706796808
0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,2096.90775724694
0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,1228.0233847906688
1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,4813.556730474567
2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,13716.849949525085
0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2732.2002349329027
0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,3212.214075608636
1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,6258.903882334693
1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,7342.700584147913
2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,15002.695918642226
1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,5568.127257592778
0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,1615.0696297901618
2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,15572.86174613124
1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,5155.970619830965
0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,1438.1052586470055
0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,4110.372663034144
0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1316.1035621056503
0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,655.824346075226
0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,3510.715123140781
1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,9306.235240313945
1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,7369.561917779831
1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,4666.1444757291665
0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,2904.286134864878
1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,9596.18831067473
0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,4194.228030511427
0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,-913.8206975724038
0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,3099.804572390593
0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,3800.941102804252
0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,3530.754354414296
0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,705.715857876949
0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,4535.09437347134
0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,4125.659655248868
0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,251.13785943654102
0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,-69.5871756536826
0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1703.1994010963676
2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,15352.364415844999
0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,3862.975700798241
1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,6021.461145222422
0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,-260.15043335108066
0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,104.77860219366585
0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,3465.02518309221
1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,5200.500483662558
0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1726.8625677977057
1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,4854.855673231985
0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,2435.501669587967
1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,6333.153395650919
0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,2828.8672418429
0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,3022.0996052071127
0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,2404.5812030129487
0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,1007.3739687016937
0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,589.9681563183199
0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,-748.3364759236329
1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,4306.479477141491
0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,2593.780216628426
0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,2857.441979368457
0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,1046.59413101159
0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,2045.4080439967934
1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,5133.607017389484
1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,4285.746972040339
0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,-817.8238746342572
1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,6179.7319593176035
1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,5038.2797439219485
0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,897.2343605506862
1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,8665.100097979115
1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,7642.140839075053
0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1410.0732298616426
0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,3084.03298525578
0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,575.3842008393835
1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,11383.247939828228
0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,2201.3433327636444
0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2571.839358078029
0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,176.14039354668785
2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,14629.295789625116
1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,6170.299982662496
1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,7111.694827737947
1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,4841.233821039952
1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,5584.729561962637
0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,4556.338780495484
0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,987.51545594957
0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,-9.803945763128013
0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,2314.3452200383194
0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,5772.2743883819985
0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,1579.674625905202
0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1849.0960846763542
1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,7806.528666787473
0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,208.70661715249253
1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,6643.955229098085
0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,100.70143948450595
1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,10842.243607110768
0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,2335.194899340923
0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,2925.2362587209786
1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,4577.088109460412
0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,1208.1059745585467
1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,10840.802795924832
1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,7212.852834368348
0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,433.3465230915467
0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,711.5270665347857
0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,37.7627783440289
0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,2415.0402537743635
0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,2183.0212109363733
1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,8183.512898838066
0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,3704.325735832211
0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,857.4693193358676
0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,2707.2256822262166
0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,3197.9739972889643
0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,5146.6099116435635
0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,253.0198421998216
1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,4615.604256375098
2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,14650.479791344585
1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,8167.031654824821
0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,1269.8663504247002
